functional.decelerate	functional.alert	functional.steering	functional.status	wbs_impl.power.line1	wbs_impl.power.line2	wbs_impl.power.powerbus1	wbs_impl.power.powerbus1.socket	wbs_impl.power.powerbus2	wbs_impl.power.powerbus2.socket	wbs_impl.blue_pump	wbs_impl.green_pump	wbs_impl.accumulator	wbs_impl.wheel	wbs_impl.wheel.tire	wbs_impl.wheel.brake	wbs_impl.bscu.sub1.mon	wbs_impl.bscu.sub1.cmd	wbs_impl.bscu.sub2.mon	wbs_impl.bscu.sub2.cmd	wbs_impl.bscu.platform.power	wbs_impl.bscu.platform.cpu1	wbs_impl.bscu.platform.cpu1.power-SEI::PowerBudget	wbs_impl.bscu.platform.cpu1.power	wbs_impl.bscu.platform.cpu2	wbs_impl.bscu.platform.cpu2.power-SEI::PowerBudget	wbs_impl.bscu.platform.cpu2.power	Price	ValidModel	InvalidReason	Weight	powerbus1	powerbus2	BrakingPower
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	1.0	2.0	impl::common::power.lightgauge	0.0	impl::common::power.lightgauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.lo_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.heavygauge	impl::platform::cpu.arm	27.754448	impl::common::power.heavygauge	impl::platform::cpu.arm	259.9354	impl::common::power.heavygauge	4899.0	1.0		17.1	0.28768983	0.0	11.8
1.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i1	functional::Status::Status.lo_quality	0.0	1.0	0.0	impl::common::power.heavygauge	2.0	impl::common::power.lightgauge	impl::pump::pump.small	impl::pump::pump.large	impl::pump::pump.small	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i2	1.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.heavygauge	impl::platform::cpu.x86	215.6401	impl::common::power.heavygauge	impl::platform::cpu.x86	72.44152	impl::common::power.heavygauge	7042.0	1.0		12.34	0.28808162	0.0	19.5
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i3	functional::Status::Status.hi_quality	1.0	1.0	1.0	impl::common::power.lightgauge	1.0	impl::common::power.lightgauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.small	impl::wheel::wheel_one_input	impl::wheel::tire.lo_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.x64	180.68639	impl::common::power.heavygauge	impl::platform::cpu.x64	216.60573	impl::common::power.lightgauge	7089.7	1.0		26.22	0.3972921	0.0	13.3
0.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i2	functional::Status::Status.lo_quality	0.0	0.0	1.0	impl::common::power.heavygauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.small	impl::wheel::wheel_one_input	impl::wheel::tire.lo_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i2	0.0	impl::bscu::monitor.i2	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.x64	200.83156	impl::common::power.heavygauge	impl::platform::cpu.x64	12.506214	impl::common::power.lightgauge	6627.5	1.0		19.22	0.21333778	0.0	11.2
0.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i1	functional::Status::Status.lo_quality	1.0	0.0	1.0	impl::common::power.lightgauge	0.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.arm	177.31627	impl::common::power.lightgauge	impl::platform::cpu.arm	92.34326	impl::common::power.lightgauge	6344.5	1.0		24.1	0.26965952	0.0	12.7
1.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	0.0	1.0	1.0	impl::common::power.heavygauge	2.0	impl::common::power.lightgauge	impl::pump::pump.small	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.lo_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i2	1.0	impl::bscu::monitor.i2	impl::bscu::command.i1	impl::common::power.heavygauge	impl::platform::cpu.arm	106.96801	impl::common::power.lightgauge	impl::platform::cpu.arm	195.95148	impl::common::power.heavygauge	7154.0	1.0		16.84	0.30291948	0.0	18.6
1.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i3	functional::Status::Status.hi_quality	1.0	0.0	1.0	impl::common::power.lightgauge	0.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.small	impl::pump::pump.small	impl::wheel::wheel_two_inputs	impl::wheel::tire.lo_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	1.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.heavygauge	impl::platform::cpu.x86	96.55245	impl::common::power.lightgauge	impl::platform::cpu.x86	294.04987	impl::common::power.heavygauge	6994.7	1.0		19.34	0.39060232	0.0	18.6
0.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	0.0	1.0	2.0	impl::common::power.heavygauge	0.0	impl::common::power.lightgauge	impl::pump::pump.small	impl::pump::pump.large	impl::pump::pump.small	impl::wheel::wheel_one_input	impl::wheel::tire.lo_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i2	0.0	impl::bscu::monitor.i2	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.x64	37.45082	impl::common::power.lightgauge	impl::platform::cpu.x64	61.739822	impl::common::power.lightgauge	7136.5	1.0		12.34	0.099190645	0.0	13.3
1.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i2	functional::Status::Status.lo_quality	1.0	1.0	1.0	impl::common::power.lightgauge	0.0	impl::common::power.lightgauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i1	1.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.x64	232.94458	impl::common::power.heavygauge	impl::platform::cpu.x64	271.82852	impl::common::power.lightgauge	6587.5	1.0		24.1	0.5047731	0.0	18.0
0.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i2	functional::Status::Status.lo_quality	0.0	1.0	0.0	impl::common::power.heavygauge	0.0	impl::common::power.lightgauge	impl::pump::pump.small	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i2	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.x86	16.430264	impl::common::power.lightgauge	impl::platform::cpu.x86	77.44629	impl::common::power.lightgauge	6727.5	1.0		14.84	0.093876556	0.0	11.2
0.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i2	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	1.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.small	impl::pump::pump.small	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.heavygauge	impl::platform::cpu.x86	107.381836	impl::common::power.heavygauge	impl::platform::cpu.x86	21.86478	impl::common::power.heavygauge	6279.5	1.0		16.84	0.12924662	0.0	13.3
0.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i1	functional::Status::Status.lo_quality	0.0	1.0	1.0	impl::common::power.heavygauge	0.0	impl::common::power.lightgauge	impl::pump::pump.small	impl::pump::pump.small	impl::pump::pump.small	impl::wheel::wheel_one_input	impl::wheel::tire.lo_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i2	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.x64	131.42754	impl::common::power.heavygauge	impl::platform::cpu.x64	13.882904	impl::common::power.lightgauge	7334.5	1.0		16.96	0.14531045	0.0	11.2
1.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	0.0	1.0	0.0	impl::common::power.heavygauge	0.0	impl::common::power.lightgauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.small	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i2	1.0	impl::bscu::monitor.i2	impl::bscu::command.i1	impl::common::power.heavygauge	impl::platform::cpu.x64	50.777313	impl::common::power.lightgauge	impl::platform::cpu.x64	176.30931	impl::common::power.heavygauge	7596.5	1.0		17.22	0.22708662	0.0	18.6
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.lo_quality	0.0	0.0	2.0	impl::common::power.heavygauge	0.0	impl::common::power.heavygauge	impl::pump::pump.small	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i2	0.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.x64	254.53026	impl::common::power.lightgauge	impl::platform::cpu.x64	269.52136	impl::common::power.lightgauge	6387.0	1.0		14.72	0.5240516	0.0	12.7
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i3	functional::Status::Status.lo_quality	0.0	0.0	1.0	impl::common::power.heavygauge	2.0	impl::common::power.heavygauge	impl::pump::pump.small	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i2	impl::bscu::command.i1	impl::common::power.heavygauge	impl::platform::cpu.x64	117.63135	impl::common::power.heavygauge	impl::platform::cpu.x64	149.29752	impl::common::power.heavygauge	6387.7	1.0		16.84	0.26692885	0.0	11.2
1.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.lo_quality	1.0	0.0	2.0	impl::common::power.lightgauge	1.0	impl::common::power.heavygauge	impl::pump::pump.small	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.lo_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	1.0	impl::bscu::monitor.i2	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.arm	246.3882	impl::common::power.lightgauge	impl::platform::cpu.arm	217.6869	impl::common::power.lightgauge	7154.5	1.0		16.84	0.46407512	0.0	19.5
0.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i2	functional::Status::Status.hi_quality	1.0	1.0	0.0	impl::common::power.lightgauge	2.0	impl::common::power.lightgauge	impl::pump::pump.small	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.lo_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.heavygauge	impl::platform::cpu.x64	224.4362	impl::common::power.lightgauge	impl::platform::cpu.x64	267.10077	impl::common::power.heavygauge	5629.5	1.0		12.34	0.49153697	0.0	11.8
1.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i1	functional::Status::Status.lo_quality	0.0	0.0	0.0	impl::common::power.heavygauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.small	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i2	1.0	impl::bscu::monitor.i2	impl::bscu::command.i2	impl::common::power.heavygauge	impl::platform::cpu.x64	268.981	impl::common::power.heavygauge	impl::platform::cpu.x64	273.6919	impl::common::power.heavygauge	7392.0	1.0		14.72	0.5426729	0.0	19.5
0.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i3	functional::Status::Status.hi_quality	0.0	1.0	1.0	impl::common::power.heavygauge	1.0	impl::common::power.lightgauge	impl::pump::pump.large	impl::pump::pump.small	impl::pump::pump.small	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i2	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.x86	230.87045	impl::common::power.lightgauge	impl::platform::cpu.x86	38.25075	impl::common::power.lightgauge	7237.2	1.0		23.84	0.2691212	0.0	11.8
1.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i2	functional::Status::Status.lo_quality	1.0	0.0	1.0	impl::common::power.lightgauge	1.0	impl::common::power.heavygauge	impl::pump::pump.small	impl::pump::pump.large	impl::pump::pump.small	impl::wheel::wheel_two_inputs	impl::wheel::tire.lo_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i2	1.0	impl::bscu::monitor.i2	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.x64	106.79701	impl::common::power.heavygauge	impl::platform::cpu.x64	99.65152	impl::common::power.lightgauge	8335.0	1.0		23.84	0.20644853	0.0	18.0
0.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.small	impl::pump::pump.large	impl::pump::pump.small	impl::wheel::wheel_one_input	impl::wheel::tire.lo_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.x64	39.225418	impl::common::power.lightgauge	impl::platform::cpu.x64	166.6279	impl::common::power.lightgauge	4936.5	1.0		9.84	0.20585331	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i2	functional::Status::Status.hi_quality	0.0	0.0	2.0	impl::common::power.heavygauge	0.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.small	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i2	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	212.2647	impl::common::power.lightgauge	impl::platform::cpu.arm	109.40148	impl::common::power.lightgauge	5642.0	1.0		14.72	0.32166618	0.0	11.8
1.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i3	functional::Status::Status.lo_quality	0.0	1.0	0.0	impl::common::power.heavygauge	1.0	impl::common::power.lightgauge	impl::pump::pump.large	impl::pump::pump.small	impl::pump::pump.small	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	1.0	impl::bscu::monitor.i2	impl::bscu::command.i1	impl::common::power.heavygauge	impl::platform::cpu.arm	193.31648	impl::common::power.lightgauge	impl::platform::cpu.arm	34.335136	impl::common::power.heavygauge	7355.2	1.0		19.34	0.22765163	0.0	18.0
0.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i3	functional::Status::Status.hi_quality	0.0	0.0	0.0	impl::common::power.heavygauge	1.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i2	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.x64	184.0201	impl::common::power.heavygauge	impl::platform::cpu.x64	283.4733	impl::common::power.lightgauge	6587.2	1.0		24.1	0.46749339	0.0	11.8
1.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i3	functional::Status::Status.hi_quality	0.0	1.0	1.0	impl::common::power.heavygauge	0.0	impl::common::power.lightgauge	impl::pump::pump.large	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.lo_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i2	1.0	impl::bscu::monitor.i2	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.arm	81.86025	impl::common::power.lightgauge	impl::platform::cpu.arm	201.26723	impl::common::power.lightgauge	8104.7	1.0		21.72	0.2831275	0.0	20.1
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i3	functional::Status::Status.lo_quality	1.0	0.0	0.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.lo_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i2	impl::bscu::command.i1	impl::common::power.heavygauge	impl::platform::cpu.x86	258.51587	impl::common::power.lightgauge	impl::platform::cpu.x86	299.16248	impl::common::power.heavygauge	5787.7	1.0		14.72	0.55767834	0.0	11.2
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i3	functional::Status::Status.hi_quality	1.0	1.0	0.0	impl::common::power.lightgauge	2.0	impl::common::power.lightgauge	impl::pump::pump.small	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i2	0.0	impl::bscu::monitor.i2	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.arm	87.78323	impl::common::power.lightgauge	impl::platform::cpu.arm	176.92809	impl::common::power.lightgauge	6899.7	1.0		12.34	0.26471132	0.0	13.3
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i2	functional::Status::Status.lo_quality	1.0	0.0	1.0	impl::common::power.lightgauge	1.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.small	impl::pump::pump.small	impl::wheel::wheel_one_input	impl::wheel::tire.lo_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i2	0.0	impl::bscu::monitor.i2	impl::bscu::command.i1	impl::common::power.heavygauge	impl::platform::cpu.x86	247.97034	impl::common::power.heavygauge	impl::platform::cpu.x86	240.86928	impl::common::power.heavygauge	7730.0	1.0		23.84	0.48883963	0.0	11.2
1.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i3	functional::Status::Status.hi_quality	1.0	1.0	1.0	impl::common::power.lightgauge	1.0	impl::common::power.lightgauge	impl::pump::pump.large	impl::pump::pump.small	impl::pump::pump.small	impl::wheel::wheel_two_inputs	impl::wheel::tire.lo_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i2	1.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.arm	78.169	impl::common::power.lightgauge	impl::platform::cpu.arm	66.19991	impl::common::power.lightgauge	8104.7	1.0		23.84	0.14436892	0.0	20.1
1.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	0.0	1.0	2.0	impl::common::power.heavygauge	2.0	impl::common::power.lightgauge	impl::pump::pump.small	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i1	1.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.heavygauge	impl::platform::cpu.x86	137.54211	impl::common::power.heavygauge	impl::platform::cpu.x86	116.12046	impl::common::power.heavygauge	5344.0	1.0		9.84	0.2536626	0.0	18.6
1.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i2	functional::Status::Status.lo_quality	0.0	0.0	1.0	impl::common::power.heavygauge	0.0	impl::common::power.heavygauge	impl::pump::pump.small	impl::pump::pump.large	impl::pump::pump.small	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i1	1.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.heavygauge	impl::platform::cpu.x64	166.5061	impl::common::power.lightgauge	impl::platform::cpu.x64	253.58476	impl::common::power.heavygauge	7585.0	1.0		19.34	0.42009085	0.0	19.5
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i3	functional::Status::Status.hi_quality	1.0	1.0	0.0	impl::common::power.lightgauge	0.0	impl::common::power.lightgauge	impl::pump::pump.small	impl::pump::pump.large	impl::pump::pump.small	impl::wheel::wheel_two_inputs	impl::wheel::tire.lo_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.heavygauge	impl::platform::cpu.x64	42.504894	impl::common::power.heavygauge	impl::platform::cpu.x64	294.53165	impl::common::power.heavygauge	6839.7	1.0		14.84	0.33703655	0.0	13.3
1.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i2	functional::Status::Status.hi_quality	0.0	0.0	1.0	impl::common::power.heavygauge	2.0	impl::common::power.heavygauge	impl::pump::pump.small	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i2	1.0	impl::bscu::monitor.i2	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.x64	275.7254	impl::common::power.lightgauge	impl::platform::cpu.x64	106.01283	impl::common::power.lightgauge	7139.5	1.0		19.22	0.38173825	0.0	18.6
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i3	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	0.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i2	0.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.arm	244.90318	impl::common::power.lightgauge	impl::platform::cpu.arm	9.519463	impl::common::power.lightgauge	6149.7	1.0		14.72	0.25442263	0.0	13.3
1.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i2	functional::Status::Status.lo_quality	0.0	0.0	2.0	impl::common::power.heavygauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.small	impl::wheel::wheel_one_input	impl::wheel::tire.lo_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i2	1.0	impl::bscu::monitor.i2	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	293.93515	impl::common::power.heavygauge	impl::platform::cpu.arm	31.877483	impl::common::power.lightgauge	5945.0	1.0		12.22	0.32581264	0.0	18.0
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i2	functional::Status::Status.hi_quality	1.0	1.0	2.0	impl::common::power.lightgauge	0.0	impl::common::power.lightgauge	impl::pump::pump.large	impl::pump::pump.small	impl::pump::pump.small	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i2	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.x64	124.89026	impl::common::power.heavygauge	impl::platform::cpu.x64	288.10654	impl::common::power.lightgauge	6132.0	1.0		12.34	0.4129968	0.0	11.8
0.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i3	functional::Status::Status.lo_quality	0.0	1.0	2.0	impl::common::power.heavygauge	2.0	impl::common::power.lightgauge	impl::pump::pump.large	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i2	0.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.arm	66.44942	impl::common::power.lightgauge	impl::platform::cpu.arm	250.57637	impl::common::power.lightgauge	5445.2	1.0		12.22	0.31702578	0.0	12.7
0.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i1	functional::Status::Status.lo_quality	1.0	0.0	1.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.arm	45.974773	impl::common::power.heavygauge	impl::platform::cpu.arm	275.7821	impl::common::power.lightgauge	5894.5	1.0		19.22	0.0	0.0	12.7
1.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i2	functional::Status::Status.hi_quality	1.0	0.0	1.0	impl::common::power.lightgauge	0.0	impl::common::power.heavygauge	impl::pump::pump.small	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	1.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.x64	40.079185	impl::common::power.lightgauge	impl::platform::cpu.x64	106.01565	impl::common::power.lightgauge	7337.0	1.0		21.72	0.14609483	0.0	20.1
1.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i2	functional::Status::Status.lo_quality	0.0	1.0	0.0	impl::common::power.heavygauge	0.0	impl::common::power.lightgauge	impl::pump::pump.small	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_two_inputs	impl::wheel::tire.lo_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i1	1.0	impl::bscu::monitor.i2	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.x64	163.11864	impl::common::power.lightgauge	impl::platform::cpu.x64	27.0052	impl::common::power.lightgauge	7337.5	1.0		14.84	0.19012384	0.0	18.0
0.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i3	functional::Status::Status.hi_quality	1.0	1.0	0.0	impl::common::power.lightgauge	0.0	impl::common::power.lightgauge	impl::pump::pump.small	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_two_inputs	impl::wheel::tire.lo_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i2	0.0	impl::bscu::monitor.i2	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.x86	183.96214	impl::common::power.lightgauge	impl::platform::cpu.x86	0.7381453	impl::common::power.lightgauge	7737.2	1.0		14.84	0.1847003	0.0	13.3
0.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i1	functional::Status::Status.lo_quality	1.0	0.0	1.0	impl::common::power.lightgauge	0.0	impl::common::power.heavygauge	impl::pump::pump.small	impl::pump::pump.small	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i2	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.x64	150.13889	impl::common::power.heavygauge	impl::platform::cpu.x64	49.148266	impl::common::power.lightgauge	7084.5	1.0		19.34	0.19928715	0.0	11.2
